1,800 1800
qasem qassem qasim
wastes waste
ashkhabad ashgabat
1,000th 1000th
pre-accession preaccession
historical historic
acoustics acoustic
schuessel schussel
sixteenth 16th
non-intervention non-interference
63,50 63.50
etext e-text
contents content
4,89 4.89
9,6 9.6
9,7 9.7
9,5 9.5
400.6 400,6
9,0 9.0
5.7.1 5.7.1.
9,8 9.8
0,62 0.62
0,63 0.63
0,60 0.60
0,61 0.61
0,66 0.66
0,67 0.67
0,64 0.64
2,78 2.78
2,77 2.77
2,76 2.76
0,68 0.68
0,69 0.69
2,73 2.73
0legal 0mission
2,71 2.71
2,70 2.70
gravy sauce
4,87 4.87
microgrammes micrograms
4,80 4.80
4,81 4.81
reticulum endoplasmic sarcoplasmic
1.7.1. 1.7.1
4,83 4.83
grave serious
courlis curlew
aunt auntie
1987-1996 1987-96
massoud masood masoud
148,000 148.000
reserve reservation
sub-contractor subcontractor
preproduction pre-production
49.66 49,66
eider eiders
ellipsoid ellipsoidal
facades façades
voivodeships voivodships
18.01.2005 18.1.2005
kimpo gimpo
20.67 20,67
20.65 20,65
2,447 2.447
2,446 2446
eme gem
emg gga
mepc tprm
emm emms
alphons alphonsus
emo smo
emn rem
emi ime
emp iem emps
emr tra
4,096 4096
4,094 4094
9.31 9,31
haemolymph hemolymph
9.34 9,34
9.35 9,35 0935
9.37 9,37
2,999 2999
discussions debates
brasserie brewery
optimum optimal
frontline front-line
techniques technical
erez iriz
russian-u.s. russian-us
frobeniusfor frobenius
cooperation co-operation
awad awadh awwad
shields escudos
1994/1078 1078
2298/1995 2298/95
7.7.1.2. 7.7.1.2
cfaf fcfa
cfap tfap
huang wong
non-skid slip-resistant
sololá solola
horsehair crin
49,10 49.10
papilla papillae
kitchen cooking
fags faggots
countries. country.
64,59 64.59
erman arman
tprm mepc
64,55 64.55
tons tonnes
telecommunications telecommunication
al-wazzani wazzani
ehrs ehr
jadoun gadoun
anti-us anti-u.s. anti-american
reciprocal mutual
warbler paruline
ghadbaan ghadhban
gnc cng
el-balah al-balah albalah
people-centered people-oriented
tissue tissues fabrics fabric
cond condé
indian-pakistani indo-pak
48,50 48.50
multi-organization multi-org
29.10 29,10
29.13 29,13
wheel rueda
hamoud hammoud hammud
23,79 23.79
bolkestein bolkenstein
23,75 23.75
balkan balkans
liberties freedoms
fuse fuses
co-product co-produced
self-regulatory self-regulation
sub-quota subquota
1600 1,600
biogeographical biogeographic
client customer
us-egyptian egyptian-us
musical music
ultra-liberal ultraliberal
jabaliya jabalia
e-road e-roads
8.14 8,14
8.16 8,16
stepdaughter daughter-in-law
jose josé
normandie normandy
ipdl ipdls
ipdc pidc
uv-vis uv-visible
tenderer bidder
cognac brandy
nautique boating
plácido placido
usable useable
lcr lcrs crl
lcs lc
fsir resv
lcf cfl
unfounded groundless
nikolic nikoli
hebaika hobeika
93-94 93/94
night evening
'zac zac
dimitri dmitri
couture sewing
abramoff abramov
bora borah
5,177 5177
congratulate congratulating
brego arod
ossetia ossetian
participation involvement
peen rep
saeedi saidi
shogun shogunate
jun-ho joon-ho
shariah sharia
opis opi
7540 7473
melanesian melanesia
khorassan khorasan
kalandia qalandia
yoweri yuri yury
21.4 21,4
21.7 21,7
21.6 21,6
21.0 21,0
21.9 21,9
engos engo
ideologists ideologues
referendums referenda
garages lay-bys
6.1.3.2.2.3 6.1.3.2.2.3.
vlans vlan
pre-installation preinstallation pre-install
yufeng yu-feng
autoallocation autoallocations
7.7.6. 7.7.6
unleaded lead-free
aorta aortic
dostoevsky dostoyevsky
prayer prayers
naji nagi
14.3.2003 14.03.2003
sattar al-sattar
test testing
kiir kirr
402,000 402000
neuchâtel neuchatel neuchätel
chairperson president
1.8.2004 01.08.2004
jamahiriya libyan
jaradat garadat
9.3.7.2 9.3.7.2.
tribunals courts
concept notion
al-taibi al-tibi altibi tibi
valérie valerie
apase pafso
documents.html. documents.html
5.3.2.2.1. 5.3.2.2.1
pre-boot preboot
interlaced interlace
drunkards drunks
post-transitional post-transition
aland åland
bicommunal bi-communal
eeurope e-europe
-5,2 -5.2
-5,0 -5.0
gaëtan gaetan
320.00 320,00
flammable inflammable
raguz raguž
12th twelfth
gui mistletoe
guo kuo kwok
gun weapon
30,1 30.1
30,0 30.0
30,3 30.3
30,2 30.2
30,5 30.5
30,7 30.7
30,6 30.6
30,9 30.9
30,8 30.8
alfa alpha
coso chf
58,42 58.42
immunità 'immunità
cost costs
husayba hasiba
4.2.1.2. 4.2.1.2
tsahi tzahi
pluton pluto
2.5.7. 2.5.7
2.3.3. 2.3.3
jido jiddo jeddo jiddow
127532 7532
chun-su chun-soo
muthana mathna muthanna
fairouz fayrouz
zhongyi chung-yi
veterinarian veterinary
canada-china china-canada
reagents reactive reactants
ineffectiveness inefficiency
razkar rzkar
regardless irrespective
cnss nbsc
extra additional
parenchymal parenchyma
fbc cbf bcf
fba baf
fbi fbl
firearm firearms
fbm bmf
fbl fbi
caskets coffins
driest drier
oenological wine-making
regev eldad
2.1.2.1 2.1.2.1.
rainfall precipitation
1,396 1396
1,390 1.390
nguyen ruan
613-954-1800 954-1800
investigation inquiry
rdgs rdg
ibn bin
ctfp tcf
ibc ibcs
ibd pci
ibe 'ibe
8,600 8600
purge debug
disinfection disinfecting
60,2 60.2
60,3 60.3
60,0 60.0
60,1 60.1
60,6 60.6
60,7 60.7
60,4 60.4
antwerpen antwerp
01/01/04 01/01/2004
01/01/05 1.1.2005
provincial-type province-like provincial-like
chiu qiu
hakeem hakim
chim zhan
symbiotes symbionts
karadžić karadzic
discussion debate
5357 5358
product products
bámaca bamaca
lmfu mfu
beehive hive
petrič petric
menu.htm menu.htm.
95,00 95.00
still yet
bi-communal bicommunal
2154 2,154
félix felix
2158 2,158
aeis aei
sherine shirin shereen
noc nocs
adrenaline adrenalin
8,59 8.59
8,58 8.58
not n't
8,56 8.56
8,55 8.55
taillight taillights
8,53 8.53
8,52 8.52
8,51 8.51
8,50 8.50
-goku goku
22.2 22,2
sandbaek sandbæk
22.0 22,0
22.7 22,7
22.5 22,5
discolouration discoloration
22.8 22,8
telecentre telecentres
qresd resd
replan replanning
aaaargh aaaarghh
yeah yes
söze soze
www.cmaj.ca www.bcsnsg.org.uk www.canhealth.com
eustache eustace
furthermore moreover
avignon 'avignon
thirst thirsty
benitez benítez
najeeb najib
-renee -renée
6.1.3.3. 6.1.3.3
co-regulation coregulation co-regulatory
diagnostic diagnosis
advantages benefits
63.40 63,40
repayable refundable
digitization digitisation
oncorhyncus oncorhynchus
transition transitional
nonprofit non-profit
rfmos rfmo
fe faith
4,110 4.110
4,114 4114
kweilin guilin
shawkat shaukat
fj yf
108.3 108,3
cefr cecr
asymmetric asymmetrical
1500m 1500-meter
whanau whānau whänau
pnk kfn
1998/01/08 1998/01/19
interbank inter-bank
professionals professional
ataturk atatürk
07/2 06/2
ehcd dpac
4164 4,164
1882-83 1882-1883 1882-3
mr. m.
mountaineer climber
rbafs rbaf
cordoba córdoba
asia-africa asian-african
numan nouman
2005-2006 2005-06 2005/06
2005-2009 2005-09
2005-2008 2005-08
mrr rrm
mrs madam
mrl mrls
mri irm
menchu menchú
mrc crm rcn
3.72 3,72
3.73 3,73
3.70 3,70
3.71 3,71
3.76 3,76
3.74 3,74
3.75 3,75
3.78 3,78
3.79 3,79
fedos fedo
modelers modellers
adolf adolph
daap pema
ungazetted non-gazetted
106.5 106,5
24,80 24.80
49.00 49,00
sub-clans subclans
berthage mooring
buthayna buthaina bothaina
5,750 5750
interregional inter-regional
irritant irritating
n.d. s.d. n.a.
carloads carload
stabilisers stabilizers
mujahed mujahid
osbourne osborne
87/18 8718
29,05 29.05
ismat esmat
29,00 29.00
add-in snap-in
6.2.2.1. 6.2.2.1
qaddumi al-qaddumi
31.35 31.25 31,25
31.30 31,30
hybrid hybrids
colours colors
ladin laden
import importation
demetris dimitris
3.200.000 3,200,000
noninoculated uninoculated
losiukov losyukov
hammadi hamadi
soekarnoputri sukarnoputri
7.7.1 7.7.1.
geomorphological geomorphic
ccmi ccic
7.7.4 7.7.4.
7.7.7 7.7.7.
zafar batyrov
ccmd cgc
ccmc kccm
sub-factors subfactors
hafnium-based hafnium-infused
hybrids hybrid
erbil arbil
decabde deca-bde
perpetrators authors
gallate propyl
two-headed double-headed
1039 1,039
1033 3082
1035 10.35
segrena sgrena
substations sub-stations
goran goeran
rucksacks backpacks
sulaimaniya as-sulaymaniyah
vasilievich vassilyevich vasiliyevich
20,065 20065
mucus mucous
metric metrics
decapitation beheading
equal equality
beaver castor
zuñiga zúñiga
2005/07/14 2006/05/04
aphid aphids
2,85 2.85
inquiry investigation
2003-06-17 2003-06-16
thai-chinese thailand-china
meteorological weather
foam moss
bamaca bámaca
2.2.3. 2.2.3
clsc clscs
.001 0.001
taxi taxis cab
1997-1998 1997-98 1997/98
canada-wide pan-canadian
maternity motherhood
baikal baykal
death dead
wing-sum ambrose
2007/03/16 16/03/2007
malbrunot malbrono
1,400 1400
02/06/2008 2008/06/02
36.00 36,00
swim swimming
lmos lmo
mbits mbit
amn nma
amc cga
rodríguez-cedeño rodriguez-cedeño
pse pes
0.59 0,59
0.58 0,58
2007/0197 2007/0198
ditc citl
0.51 0,51
pss ssp
0.53 0,53
2007/0198 2007/0197
0.55 0,55
0.54 0,54
0.57 0,57
psu psus uap
graciella graciela
31.10.2003 31.10.03
2394 2393
d-4 m-4
d-5 m-5
montréal montreal
d-7 m-7
twelve 12
verbal verbale verbales
djerba jerba
afgoye afgooye
bisessional bi-sessional
babysitter baby-sitter sitter
retargets relocates
3.50 3,50
sixth 6th
estradiol-17β 17β-estradiol
aquin 'aquin
francie francy
maquila maquiladora
limón limon
moufaz mofaz
bazaar bazar
yung-ching yongqing
www.canlii.org www.publicationsduquebec.gouv.qc.ca
75,6 75.6
quijote quixote
kéba kepa
ramady ramadi
macapagal macapagal-
lpoa aal
33.4 33,4
33.5 33,5
33.7 33,7
33.0 33,0
33.1 33,1
33.2 33,2
33.3 33,3
icftu cisl
33.8 33,8
33.9 33,9
odd strange
stabilisation stabilization
1.116 1,116
al-qaida al-qa'idah
caquetá caqueta
al-amoudi alamoudi
jabbur jabbour
lanyards loins
omelet omelette
ghangi gangi ganji
lock-outs lockouts
20,50 20.50
20,52 20.52
aurèle aurelius
lukić lukic
inulin inuline
coproduction co-production
alaikum aleikum
pre-mixes premixtures
thermal heat
6.1.5. 6.1.5
ineligible non-eligible
6-core six-core
registry register
u.s.-iraqi american-iraqi
mitochondria mitochondrion
brochet pike
cores carrots
semantic semantics
nonmedicinal non-medicinal
leith laith
wmo omm
3850 3,850
26,900 26900
3,78 3.78
3,79 3.79
3,74 3.74
3,75 3.75
3,76 3.76
1987-96 1987-1996
3,71 3.71
3,72 3.72
rouhani rowhani rohani
oncorhynchus oncorhyncus
2.14. 2.14
moïse moise
pro-russian pro-russia
leonidas léonidas
hbcd hbcdd
lazio latium
prohibitions bans
tomé tome
29.5.1997 29/05/1997
www.bcsnsg.org.uk www.cmaj.ca
al-jabir al-jaber
malanje malange
al-qa'idah al-qaida
c-bands c-banding
nomaan nouman
1989-1990 1989-90 1989/90
1989-1991 1989-91
4550 4,550
dissertation thesis
karni carne
rotana rutana
4.2.4. 4.2.4
rgbb barg
al-taji taji
hanhwa hanwha
acadia 'acadie acadie
acadie 'acadie acadia
losses loss
34.60 34,60
sub-types subtypes
updateable updatable
advertising publicity
jrc ccr
auto-discovery autodiscovery
hegazi hijazi
seventeenth 17th
21,500 21500
58.70 58,70
kuwaiti-iraqi iraqi-kuwaiti
pre-packaged prepackaged
propellers helices
7000 7,000
antoanella-iulia iulia-antoanella
lazare lazarus
chaudière boiler
non-metallic nonmetallic
de-dupe de-duplication
hermione -hermione
112.30 112,30
micro-algae micro-alga microalgae
milinkievitch milinkevich
5.1.5.4 5.1.5.4.
isoenzymes isozymes
downloading download
quartets tetrads
2,499 2.499 2499
income-tested income-based
rechetov reshetov
individualistic individualist
2,179 2179
502-503 503-505 501-502
glass-plastic plastic-glass
1.3.6. 1.3.6
compulsory mandatory obligatory
al-nuaimi naimi al-nohaimi al-noaimi
10.3.5. 10.3.5
ehsan ihsan
ce1 ec1
kadhim kazem
encoding codification
helmand hilmend
absence lack
autoclave sterilize
founders founding
ced dec
socio-cultural sociocultural
ceu uec
al-naga naga
tsinghua qinghua
paraná parana
anarchy lawlessness
pontius ponce
safety security
mittens mitts
anhydride acetic
houses homes
rumpel stiltskin
yanukovych yanukovich
zarqawi al-zarqawi
oweis owais
american u.s.
warty dromedary
non-stereotypical non-stereotyped
al-beltagi al-beltagui
tff fft
tfa foa
asci ascus
eurydice euridice
tfw tfws
5,650 5650
1.351 1,351
all32 all64
south-eastern south-east southeast
cbci jcrb
grey gray
598-2 58-212
kidded lambed
puglia apulia
al-hakim hakim al-hakeem
contraception contraceptive
1.689 1,689
organs bodies
multicasting multicast
eugénie eugenie
2004-01-12 2004-01-14
parachuting parachutisme
2004-01-14 2004-01-12
sulfonate perfluorooctane
multilingual multi-lingual
kozloduy kozloduj
chatillon châtillon
15.03.2001 15.3.2001
natalya natalia
kozloduj kozloduy
privatised privatized
cladius claudius
rechargeable refillable
postproduction post-production
1262 1,262
stores shops
laurentians laurentides
ratify ratifying
cp-140 cp140
hydrolysed hydrolyzed
interfund inter-fund
dti itd
dth srd
168.00 168,0
retaliation reprisal
miyun millon
vacl vacls
e.html. e.html
culture cultural
mediators ombudsmen
tauran turan
pictures images photos
heidar haidar
26.1.2005 26.01.2005
bobsled bobsleigh
minorities minority
jawed javed
vault vaulting
19,57 19.57
33,2 33.2
moliere molière
dfis ifd
togolese togo
bong-ju bong-joo
44.00 44,00
33,4 33.4
anti-u.s. anti-us
1997-98 1997-1998 1997/98
sub-munition submunition
modelling modeling
adn dna
liver hepatic
pharmacodynamic pharmacodynamics
pact covenant
cointegration cointegrating
pacs acap
asunción asuncion
dohat dawhat
sagit sagits
albatros albatrosses albatross
costly expensive
2630 2,630
maleic hydrazide
hassanin hassanein
grant subsidy
grani granic
chickenpox varicella
télémarketing telemarketing
youngnam lingnan
ihsan ehsan
gaddafi qaddafi
consistency coherence
mahone mr.mahone
non-compulsory non-obligatory
0.0001 .0001
0.0005 0,0005
6.2.7. 6.2.7
4,360 4360
mehedi mahdi
uninstallation uninstall
capacities capabilities capacity
6.2.4.4. 6.2.4.4
3130 3,130
multi-polar multipolar
maltreatment ill-treatment
cardio-respiratory cardiorespiratory
multicultural multi-cultural
3.3.4. 3.3.4
umpc ipoc
babic babi
furbish lousewort
erms sae
mucous mucus
gerona girona
führer fuhrer
bgd gdo
2.10.1. 2.10.1
lyophilized freeze-dried
eurofund eurofound
vanunu fanono
ju-young joo-young
hudaidah hudaydah
taillights taillight
4.6.5 4.6.5.
tzahi tzachi tsahi
institut institute
bangladesh bangladeshi
dukan dokan
4.6.3 4.6.3.
visas visa
cpl. corporal
anti-retroviral antiretroviral
11,54 11.54
11,56 11.56
munir mounir
11,53 11.53
khouna khona
gisin gissin
post-production postproduction
ancestors forefathers
amounts quantities
application implementation request
department ministry
7.2.4. 7.2.4
nanahara shuya
5160 5,160
hermine ermine
giannakou-koutsikou giannakou
docup spd
lucía lucia
dvd dvds
membranes membrane
5.5.3.2. 5.5.3.2
habiel habil
2.3.3.3. 2.3.3.3
mid-morning midmorning
kreishan krishan
anti-communist anticommunist
6.2.1. 6.2.1
cezanne cézanne
85,5 85.5
85,7 85.7
pdap ippp
tweeeeeee toot
85,8 85.8
chungchong chungcheong
positions posts
csbm csbms
8.96 8,96
8.91 8,91
8.90 8,90
gangwon kangwon
katsushiro katsuishiro
unilateral one-sided
anti-lock antilock
kidnapper abductor
fifteenth 15th
logout logoff
dca loac
kidnapped abducted
53,76 53.76
abenakis abenaki
gent ghent
www.btmm.qc.ca www.ccmm.qc.ca
lsvcc lsvccs
4,600 4600
2003-05-05 2003-05-12
gene genes
patents patent
three-wheeled three-wheel
biopharmaceutics biopharmaceutical
forgeron blacksmith
battuta batuta
4.77 4,77
4.76 4,76
4.75 4,75
agro-forestry agroforestry
4.73 4,73
4.72 4,72 5.88
4.71 4,71
4.70 4,70
2,322 2322
2,325 2325
biophysical biophysics bio-physical
miqati mikati
02/04/2008 2008/04/02
tcaa atca
hassanein hassanin
altitudinal elevational
isam essam
formally officially
allyl allylic
r.s.q. l.r.q.
hennis-plasschaert hennisplasschaert
palettes pallets
43.5 43,5
43.4 43,4
43.7 43,7
43.6 43,6
43.1 43,1
43.0 43,0
43.3 43,3
jounieh juniyah
walaikum waleikum
al-barzani al-barazani barzani
links linkages
juárez juarez
delalić delalic
talat talaat
defective faulty
sub-alpine subalpine
aboud abboud
co-legislators colegislators
service-oriented services-oriented
outaouais 'outaouais
sentiments feelings
report.cfm report.cfm.
hammoud hamoud hammud
farm agricultural
faro headlight
ltcfs ltcf
postcommunist post-communist
jordanian-iraqi iraqi-jordanian
2,950 2.950
rok-us korea-u.s.
dilatation dilation
sigmoid sigmoidal
gynecology gynaecology
3,495 3495
alava álava
costume suit
carnivores carnivorous
bonsh poonch
zúñiga zuñiga
3,490 3490
khel kheil
pre-configure preconfigure
talabani talbani talibani al-talabani
braemar bmw
jcrb cbci ccir
eckhard ekhard
multi-drill-down multi-drill
p16 q16
p18 q18
noël christmas
kilometres km kilometers
university université
great-looking professional-looking
cfc-free non-cfc
cytogenetic cytogenetics
vacuolated vacuolate
door-keepers doormen
simão simao
yaoundé yaounde
al-rahman rahman
1.520 1,520
5,440 5440 963-5440
naeem naim
calin kalin
prtrs prtr
4,620 4620
kébé kebe
pharmacopoeia pharmacopée
mashal mashaal
amato 'amato
confrontations clashes
sub-set subset
abdallah abdullah
automating automate
footpegs footboards footboard
bitch slut
sosa owss
al-shabaab shabaab
ursulines ursuline
martín maarten
neo-nazi neo-nazis
rantisi al-rantisi al-rantissi
apurimac apurímac
chemicals chemical
hudaydah hudaidah
submitted presented
1958-9 1958-1959
82,1 82.1
14.37 356.0
14.36 14,36
14.34 14,34
14.39 14,39
halab aleppo
11.5.0.32 11.5.1.15
velásquez velasquez
mustapha mustafa
renald rénald
discos discotheques
3,743 3743
vengeance revenge
3,748 3748
rodick roddick
calving whelping
jabalia jabalya jibalia gabalia jabaliya
overrepresented over-represented
non-cfc cfc-free
54,13 54.13
3711 3,711
54,10 54.10
3718 37/18
south-east south-eastern southeast
underdevelopment under-development
ottoman usmani
lowlands lowland
nge esn nse
ngc ucs
ngo ngos
1,800.0 1800.0
sub-directory subdirectory
receptors receptor receivers
pro-syria pro-syrian
destabilisation destabilization
maritime marine
decentralisation decentralization
osjd oszhd
2010-11 2010-2011
pelé pele
trucks lorries
evangelization evangelism
experiments experiences
tucumán tucuman
15/1999 20/2000
faroe faeroe
27/9 09/27/01
macros macro
tens dozens
shuibian shui-bian
3,55 3.55
7.6.3.1 7.6.3.1.
2.40 2,40
2.41 2,41
2.42 2,42
2.43 2,43
2.44 2,44
sediments sediment
2.46 2,46
2.47 2,47
2.48 2,48
2.49 2,49
eucaryotic eukaryotic
tutsi tutsis
refraction refractive
liberian liberia liberians
nontoxic non-toxic
santacana hendriks
saddlebag saddlebags
tuesday tue
'toole toole
peddar pedder
hambali hanbali
quad-port four-port
0,075 0.075
0,070 0.070
khosa khusa
preinstall preinstalling
controller driver comptroller
khost khowst
zaynab zeinab
58.6 58,6
58.1 58,1
58.0 58,0
58.3 58,3
58.9 58,9
58.8 58,8
11/03/2008 2008/03/11
4,190 4190
4,196 4196
2,650 2.650
examiner reviewer
2,658 2658
kyung-joo kyung-ju
al-saidi al-saeedi
ah-bian a-bian
hammoudi hamodi
computer-aided computer-assisted
northwest north-west
afewerki afwerki afeworki
party part
dirhams dirham
2001/186 2001/188
anti-viral antiviral
powwow pow-wow
613-951-3549 613-951-9497
indigenous aboriginal
709th 707th
eurofound eurofund
pwgsc.gc.ca. pwgsc.gc.ca
shalom shaloum
eegadvc aegadvc
insurmountable insuperable
maoists maoist
m.w.o. mwo
rajoub al-ragob al-ragoub al-rajoub
jeju cheju
bahgat bahjat
sofia sofía
79,5 79.5
2002-03 2002-2003
17.28 17,28
pharmacogenomic pgx pharmacogenomics
17.20 5.20
.012 0.012
carillo carrillo
emblems armorial
iarcs cira
1/50 1/60
2.650 2,650
morgue mortuary
indignation outrage
disappearance disappearances
propeller helix
loss losses
necessary needed required
88.8 88,8
88.9 88,9
6.1.3.2.2.3. 6.1.3.2.2.3
2013-2014 2013-14
88.0 88,0
payments payment
async asynchronous
menu-e.html menu-e.html.
gas-freeing degassing
library libraries
15.2.4.5 15.2.4.5.
24.3 24,3
anti-trust antitrust
naturalisation naturalization
broad wide
'orléans orléans
0.086 680.0
0.084 480.0
reza rida reda
